NodeID5,Question,,NodeID6,Groundtruth
fe2013,"I've been working on Chapter 16: Transition to Jet-Powered Airplanes, specifically focusing on jet airplane operations. I've completed the section on using extended surfaces to create additional drag for deceleration, which is especially useful during approach or in-flight speed adjustments. What should I work on next?",,fe2014,Autobrake Systems
fe2014,I encountered an issue with Chapter 16: Transition to Jet-Powered Airplanes. I've finished working on the section about automated braking systems that engage during landing to ensure consistent deceleration rates and reduce pilot workload. What should I focus on next?,,fe200,End
fe2021,"I've encountered a problem related to Chapter 16: Transition to Jet-Powered Airplanes. I've completed the section on landing procedures, specifically about how spoilers are fully deployed upon touchdown to destroy residual lift and transfer weight to the wheels, optimizing braking efficiency. What should I work on next?",,fe2011,Thrust Reversers
fe2011,"I've been working on the Landing Procedures section of Chapter 16: Transition to Jet-Powered Airplanes. I just finished the part about a system that redirects engine thrust forward to help decelerate after landing, which is most effective at higher speeds. What should I do next?",,fe2014,Autobrake Systems
fe2014,"I'm working on Chapter 16: Transition to Jet-Powered Airplanes, specifically focusing on landing procedures. I've completed the section on automated braking systems that activate during landing to ensure consistent deceleration rates and reduce pilot workload. What should I focus on next?",,fe2012,Spoilers
fe2012,I encountered a problem with Chapter 16: Transition to Jet-Powered Airplanes. I've finished working on the section about deploying devices to reduce lift and increase drag for rapid descent or speed reduction during flight or after landing. What should I focus on next?,,fe2025,Speed Brakes
fe2025,"I encountered a problem related to Chapter 16: Transition to Jet-Powered Airplanes. While working on landing procedures, I've completed the section on employing methods during the landing rollout to complement other deceleration techniques by creating additional drag. What should I do next?",,fe200,End
fe2111,"I encountered a problem related to Chapter 17: Transition to Light Sport Airplanes (LSA). While working on transition training for LSAs, I completed a systematic review of the aircraft, including checks of fuel levels, flight controls, and the airframe condition to ensure airworthiness. This included specific checks for fabric integrity, composite delamination, and fuel system functionality. What should I do next?",,fe2112,Short-Field Takeoff
fe2112,"I've been working on the Transition Training for Light Sport Airplanes (LSA) and have completed the section on techniques for maximizing lift over short distances. This includes precise control of pitch, power application, and rotation speed, which are crucial for limited runway conditions. What should I focus on next?",,fe2113,Soft-Field Landing
fe2113,I've been working on Transition Training for Light Sport Airplanes (LSAs) and have successfully ensured a smooth touchdown and rollout on soft or uneven surfaces by maintaining a nose-high attitude and using gentle braking. What should I focus on next?,,fe2114,Emergency Approach and Landing
fe2114,"I've been working on transition training for Light Sport Airplanes (LSAs) and have already covered engine-out procedures, gliding at the optimal airspeed, and selecting a suitable landing area, with a specific emphasis on avoiding stalls during the approach. What should I focus on next?",,fe210,End
fe2111,"I encountered an issue related to Chapter 17: Transition to Light Sport Airplanes (LSA). While working on Advanced LSA Operations, I've completed a systematic review of the aircraft, including assessments of fuel levels, flight controls, and the airframe's condition to ensure airworthiness. This review included specific checks for fabric integrity, composite delamination, and fuel system functionality. What should I do next?",,fe2122,Crosswind Landing
fe2122,"I encountered a problem related to Chapter 17: Transition to Light Sport Airplanes (LSA). While working on Advanced LSA Operations, I have completed the section on techniques for handling gusty or variable crosswinds during the approach and landing phases. This section emphasizes the proper use of rudder and aileron inputs to maintain alignment with the runway centerline. What should I do next?",,fe2112,Short-Field Takeoff
fe2112,"I've been working on Chapter 17: Transition to Light Sport Airplanes (LSA) and have completed the section on advanced LSA operations. I've focused on techniques for maximizing lift over a short distance, which involves precise control of pitch, power application, and rotation speedâ€”often necessary in limited runway conditions. What should I focus on next?",,fe2114,Emergency Approach and Landing
fe2114,"I've been working on Chapter 17: Transition to Light Sport Airplanes (LSA), specifically on Advanced LSA Operations. I've already covered engine-out procedures, gliding at the optimal airspeed, and selecting a suitable landing area, with particular emphasis on avoiding stalls during the approach. What should I focus on next?",,fe210,End
