NodeID4,Worklflow_Node,Unit_Node1_1,Unit_Node1_2,Unit_Node1_3,Unit_Node1_4,Unit_Node1_5,Unit_Node1_6,Unit_Node1_7,Unit_Node1_8,IC
fa172,Poultry Slaughter Workflow,Scalding Process,Live Receiving and Hanging,,,,,,,0
fa173,Poultry Chilling Workflow,Chiller Water Management,Temperature Monitoring,,,,,,,0
fa181,HACCP System Workflow,Sanitation SOP Implementation,Hazard Analysis,,,,,,,0
fa182,Product Packaging Workflow,Sanitation SOP Implementation,Material Inspection,,,,,,,0
fa183,Final Product Testing Workflow,Temperature Monitoring,Microbiological Sampling,,,,,,,0
fa191,Pre-Harvest Interventions Workflow,Livestock Inspection,Sanitation SOP Implementation,,,,,,,0
fa192,Slaughter Workflow,Hide Removal,Stunning and Bleeding,,,,,,,0
fa202,Slaughter Workflow,Stunning and Bleeding,Hide Removal,,,,,,,0
fa203,Chilling Workflow,Rapid Chilling,Temperature Monitoring,,,,,,,0
fa204,Packaging Workflow,Vacuum Sealing,Labeling and Documentation,,,,,,,0
fa211,Receiving and Storage Workflow,Receiving Ingredients,Sanitation SOP Implementation,,,,,,,0
fa212,Processing Workflow,Mixing and Preparation,Pre-Processing Inspection,,,,,,,0
fa213,Cooling Workflow,Temperature Monitoring,Rapid Cooling,,,,,,,0
fa221,Kit Assembly Workflow,Component Inspection,Component Preparation,,,,,,,0
fa222,Label Compliance Workflow,Regulatory Label Review,Labeling Requirements,,,,,,,0
fa223,Kit Shipping Workflow,Packaging Inspection,Component Inspection,,,,,,,0
fa231,Receiving Workflow,Sanitation SOP Implementation,Receiving Turkey Components,,,,,,,0
fa232,Grinding Workflow,Temperature Monitoring,Grinding Operations,,,,,,,0
fa233,Packaging Workflow,Labeling Compliance,Product Packaging,,,,,,,0
fa243,Packaging Workflow,Labeling Compliance,Product Packaging,,,,,,,0
fa251,Import Process Workflow,Sanitation SOP Implementation,Submission of Import Application,,,,,,,0
fa252,Inspection Compliance Workflow,Certification Verification,Temperature Monitoring,,,,,,,0
fa253,Cold Storage Workflow,Storage Conditions Monitoring,Temperature Monitoring,,,,,,,0
fa261,Stabilization Workflow,Heat Treatment Validation,Sanitation SOP Implementation,,,,,,,0
fa262,Inspection Compliance Workflow,Certification Review,Label Verification,,,,,,,0
fa271,Lethality Workflow,Sanitation SOP Implementation,Salmonella Reduction by Cooking,,,,,,,0
fa272,Stabilization Workflow,Sanitation SOP Implementation,Cooling to Prevent Spore Growth,,,,,,,0
fa281,Receiving Workflow,Non-Meat Ingredients Receiving,Beef Receiving,,,,,,,0
fa282,Marinating Workflow,Weighing and Mixing Marinade Ingredients,Marinate Beef and Place on Racks,,,,,,,0
fa285,Packaging Workflow,Metal Detection,Packaging and Labeling,,,,,,,0
fa291,Receiving Workflow,Pork Receiving,Non-Meat Ingredients Receiving,,,,,,,0
fa292,Marinating and Preparation Workflow,Weighing and Mixing Marinade,Injecting Pork Belly,,,,,,,0
fa294,Packaging Workflow,Slicing,Packaging and Labeling,,,,,,,0
fa295,Distribution Workflow,Labeling Compliance,Storage and Distribution,,,,,,,0
fa301,Customer Complaint Response Workflow,Customer Complaint Documentation,Receipt of Customer Complaints,,,,,,,0
fa302,HACCP Compliance Workflow,HACCP Compliance Workflow,Corrective Action Implementation,,,,,,,0
fa303,Regulatory Compliance Workflow,FSIS Reporting Protocols,Notification to FSIS,,,,,,,0
fa311,Receiving Workflow,Packaging Material Receiving,Meat Receiving,,,,,,,0
fa312,Processing Workflow,Grinding and Blending,Allergen Control Program,,,,,,,0
fa314,Packaging Workflow,Product Labeling,Sanitation SOP Implementation,,,,,,,0
fa325,Packaging Workflow,Product Labeling,Temperature Monitoring,,,,,,,0
fa331,Receiving Workflow,Non-Meat Ingredient Receiving,Live Hog Receiving,,,,,,,0
fa332,Processing Workflow,Trimming and Sorting,Scalding,,,,,,,0
fa334,Packaging Workflow,Organic Acid Spray Application,Final Product Packaging,,,,,,,0
fa341,Receiving Workflow,Receive Live Birds,Establishment Sorting,,,,,,,0
fa342,Processing Workflow,Pre-chilling Antimicrobial Application,Scalding and Picking,,,,,,,0
fa343,Packaging Workflow,Product Inspection,Pre-chilling Antimicrobial Application,,,,,,,0
fa352,Processing Workflow,Zero Tolerance Examination,"Stunning, Sticking, and Bleeding",,,,,,,0
fa361,Receiving Workflow,Raw Material Receiving,Sanitation SOP Development,,,,,,,0
fa362,Processing Workflow,Sanitation SOP Development,Grinding and Blending,,,,,,,0
fa372,Cooling Workflow,Rapid Cooling,Pathogen Monitoring and Sampling,,,,,,,0
fa381,Receiving Workflow,Receiving Raw Materials,Sanitation SOP Implementation,,,,,,,0
fa383,Processing Workflow,Grinding and Mixing,Hazard Analysis Implementation,,,,,,,0
fa384,Packaging Workflow,Product Labeling and Sealing,Sanitation SOP Implementation,,,,,,,0
fa391,User Management Workflow,Create New Profile,Log In to LSAS,,,,,,,0
fa392,Profile Creation Workflow,Create New Profile,Log In to LSAS,,,,,,,0
fa393,Submission Workflow,Manage Establishments,Log In to LSAS,,,,,,,0
fa394,Establishment Management Workflow,Add Establishment,Manage Establishments,,,,,,,0
fa401,Process Control Workflow,Implement Sanitation SOPs,Develop Microbiological Sampling Plan,,,,,,,0
fa402,HACCP Compliance Workflow,Conduct Hazard Analysis,Develop Microbiological Sampling Plan,,,,,,,0
fa403,Statistical Analysis Workflow,Chart and Interpret Test Results,Monitor Process Control Parameters,,,,,,,0
fa412,Documentation Workflow,Upload Supporting Documentation,Submit Supporting Documentation,,,,,,,0
fa413,Submission Workflow,Submit Supporting Documentation,Complete SRT Responses,,,,,,,0
fa421,Ante-Mortem Sorting Workflow,Pre-Sorting Prior to Arrival,Sorting on Premises,,,,,,,0
fa422,Post-Mortem Sorting Workflow,Identification of Food Safety Conditions,Proper Presentation of Carcasses,,,,,,,0
fa423,Food Safety Condition Sorting Workflow,Foreign Animal Disease Surveillance,Contamination Detection,,,,,,,0
fb011,Vaccine Storage Workflow,Cold Chain Maintenance,Vaccine Temperature Monitoring,,,,,,,0
fb012,Transport Workflow,Vaccine Transport Guidelines,Cold Chain Maintenance,,,,,,,0
fb014,Emergency Handling Workflow,Vaccine Temperature Monitoring,Staff Training and SOP Implementation,,,,,,,0
fb021,Non-Hospital Settings Workflow,Diagnostic Accuracy Assessment,Critical Illness Identification,,,,,,,0
fb022,Hospital Settings Workflow,Suspected Sepsis Evaluation,Diagnostic Accuracy Assessment,,,,,,,0
fb023,Clinical Severe Infection Workflow,Adverse Events Recording,Treatment Failure Monitoring,,,,,,,0
fb024,Isolated Fast Breathing Workflow,Treatment Failure Monitoring,Oral Amoxicillin Administration,,,,,,,0
fb031,Burden Reduction Workflow,Mass Drug Administration,Seasonal Chemoprevention,,,,,,,0
fb032,Transmission Reduction Workflow,Mass Drug Administration (MDA),Targeted Drug Administration,,,,,,,0
fb033,Vaccine Deployment Workflow,Malaria Vaccine Administration,Seasonal Vaccination Strategy,,,,,,,0
fb034,Surveillance Workflow,Reactive Case Detection,Monitoring Drug Efficacy,,,,,,,0
fb041,Burn Response Coordination Workflow,Burn Assessment and Initial Care,Medical Evacuation (MEDEVAC),,,,,,,0
fb042,Burn Patient Management Workflow,Burn Assessment and Initial Care,Rehabilitation Planning,,,,,,,0
fb043,International Burn Care Coordination Workflow,Medical Evacuation (MEDEVAC),International Resource Mobilization,,,,,,,0
fb044,Burn Rehabilitation Workflow,Psychosocial Support Integration,Rehabilitation Planning,,,,,,,0
fb051,Public Awareness Workflow,Community Campaigns,Health Education on GAS Infections,,,,,,,0
fb052,Primary Prevention Workflow,Rapid Diagnosis of GAS,Health Education on GAS Infections,,,,,,,0
fb053,Secondary Prevention Workflow,Antibiotic Prophylaxis for Secondary Prevention,Monitoring Adherence to Prophylaxis,,,,,,,0
fb054,Diagnostic Workflow,Use of Jones Criteria for RF Diagnosis,Echocardiographic Screening,,,,,,,0
fb061,Universal Screening Workflow,IAP Implementation,Maternal Screening for GBS,,,,,,,0
fb062,Risk-Based Screening Workflow,Maternal Screening for GBS,IAP Implementation,,,,,,,0
fb063,Health System Strengthening Workflow,Training and Capacity Building,Infrastructure Development,,,,,,,0
fb071,Severe Influenza Workflow,Diagnosis of Influenza,Use of Oseltamivir for Treatment,,,,,,,0
fb081,HIV Prevention Workflow,Monitoring and Support for Adherence,TB Preventive Treatment for HIV-Positive Individuals,,,,,,,0
fb082,Household Contacts Workflow,TB Preventive Treatment for HIV-Positive Individuals,Use of Levofloxacin for MDR/RR-TB Prevention,,,,,,,0
fb083,Screening and Diagnosis Workflow,Chest Radiography for TB Screening,Systematic Screening for TB Disease,,,,,,,0
fb084,MDR-TB Prevention Workflow,Use of Levofloxacin for MDR/RR-TB Prevention,Alternative Regimens for MDR Contacts,,,,,,,0
fb091,TB Screening Workflow,TB Screening and Ruling Out TB Disease,Identifying Populations for TB Preventive Treatment,,,,,,,0
fb092,TB Preventive Treatment Workflow,Preventive Treatment Options,Identifying Populations for TB Preventive Treatment,,,,,,,0
fb093,Monitoring and Evaluation Workflow,TB Screening and Ruling Out TB Disease,Monitoring and Evaluation,,,,,,,0
fb101,Doctor-Patient Relationships Workflow,Effective Communication,Maintaining Professional Boundaries,,,,,,,0
fb111,Good Medical Practice,Effective Communication,Maintaining Competence,,,,,,,0
fb112,Patient Safety,Informed Consent,Effective Communication,,,,,,,0
fb113,Healthcare Communication,Language Assistance,Effective Communication,,,,,,,0
fb114,Ethical Practices,Confidentiality,Informed Consent,,,,,,,0
fb115,Aboriginal and Torres Strait Islander Health,Community Engagement,Cultural Safety,,,,,,,0
fb121,Doctor-Patient Interaction Workflow,Maintaining Professional Boundaries,Building Trust,,,,,,,0
fb131,Mandatory Notification Workflow,Identify Notifiable Concerns,Understand Reporting Obligations,,,,,,,0
fb132,Treating Practitioners' Obligations,Evaluate Risk,Monitor Patient-Practitioner Interactions,,,,,,,0
fb133,Employers' Notification Responsibilities,Report Risks,Assess Practitioner Conduct,,,,,,,0
fb141,Preparation for Telehealth Consultation,Ensure Privacy of Consultation Space,Validate Technology Suitability,,,,,,,0
fb142,Conducting Telehealth Consultation,Identify Participants,Explain Consultation Process,,,,,,,0
fb143,Follow-up and Record Keeping,Handover Information to Relevant Practitioners,Arrange Follow-Up,,,,,,,0
fb151,Preparing Advertising Content,Define Scope of Advertising,Ensure Advertising Compliance,,,,,,,0
fb152,Reviewing Published Advertisements,Monitor Compliance of Published Advertisements,Substantiate Claims with Evidence,,,,,,,0
fb153,Handling Advertising Complaints,Investigate Alleged Breaches,Receive and Document Complaints,,,,,,,0
fb161,Preparing Cosmetic Surgery Advertising,Ensure Advertising Compliance,Define Advertising Scope,,,,,,,0
fb162,Reviewing Published Advertisements,Provide Accurate Risk Information,Monitor Published Advertisements,,,,,,,0
fb163,Managing Advertising Violations,Identify Advertising Violations,Enforce Advertising Standards,,,,,,,0
fb171,Pre-Procedure Assessment,Conduct Psychological Screening,Conduct Initial Consultation,,,,,,,0
fb172,Consent and Cooling-Off Period,Ensure Patient Understanding,Obtain Informed Consent,,,,,,,0
fb173,During the Procedure,Ensure Patient Understanding,Maintain Sterile and Safe Conditions,,,,,,,0
fb174,Post-Procedure Care,Document Procedure Details,Provide Post-Procedural Care,,,,,,,0
fb181,Initial Supervision Setup,Assign Principal Supervisor,Develop Supervised Practice Plan,,,,,,,0
fb182,Ongoing Supervision,Monitor Work Performance,Provide Constructive Feedback,,,,,,,0
fb183,Adjusting Supervision Levels,Review Performance Reports,Adjust Supervision Levels,,,,,,,0
fb191,Responding to a Practice Information Notice,Provide Practice Information,Verify Compliance with the National Law,,,,,,,0
fb192,Compliance Monitoring,Verify Compliance with the National Law,Provide Practice Information,,,,,,,0
fb193,Addressing Non-Compliance,Provide Practice Information,Respond to Practice Information Notice,,,,,,,0
fb201,Initial Planning and Scope Definition,Establish Expert Committee,Identify Supporting Organisations,,,,,,,0
fb202,Evidence Gathering and Analysis,Develop Research Questions,Contract External Reviewers,,,,,,,0
fb203,Drafting and Refinement,Engage Stakeholders,Draft Guidelines,,,,,,,0
fb211,Initial Planning and Evidence Selection,Develop Inclusion and Exclusion Criteria,Appoint Experts and Stakeholders,,,,,,,0
fb214,Finalisation and Release,Seek Approval for Final Release,Revise Draft Based on Feedback,,,,,,,0
fc011,Utility Setup Workflow,Confirmation of Separate Metering,Responsibility for Installation,,,,,,,0
fc012,Utility Usage Workflow,Measurement of Utility Usage,Provision of Utility Bills,,,,,,,0
fc013,Maintenance Workflow,Responsibility for Installation,Reporting Utility Issues,,,,,,,0
fc014,Dispute Resolution Workflow,Involving Ombudsman Services,Reporting Utility Issues,,,,,,,0
fc021,Starting a Tenancy Workflow,Provision of the Tenancy Agreement,Landlord Disclosure of Material Facts,,,,,,,0
fc022,Holding Fee Workflow,Payment of Holding Fee,Holding Fee Application to Rent,,,,,,,0
fc023,Bond Dispute Workflow,Condition Report Completion,Lodgement of Bond with Fair Trading,,,,,,,0
fc024,Dispute Resolution Workflow,Provision of the Tenancy Agreement,Addressing Invalid Tenancy Terms,,,,,,,0
fc031,Bond Payment Workflow,Payment of Bond,Lodgement of Bond with NSW Fair Trading,,,,,,,0
fc032,Bond Refund Workflow,Bond Refund Claim Process,Submission of Claim for Refund Form,,,,,,,0
fc033,Dispute Resolution Workflow,Lodgement of Bond with NSW Fair Trading,Condition Report Completion,,,,,,,0
fc041,Rent Increase Workflow,Providing Correct Notice of Rent Increase,Permitted Frequency of Rent Increases,,,,,,,0
fc042,Excessive Rent Dispute Workflow,Applying to NCAT,Gathering Evidence,,,,,,,0
fc043,Dispute Resolution Workflow,Providing Correct Notice of Rent Increase,Applying to NCAT,,,,,,,0
fc051,Rent Arrears Workflow,Negotiation for Repayment Plan,Rent Arrears Check,,,,,,,0
fc052,Utility Arrears Workflow,Rent Arrears Check,Utility Arrears Check,,,,,,,0
fc053,Dispute Resolution Workflow,Application to NCAT,Conciliation at NCAT Hearing,,,,,,,0
fc061,Urgent Repairs Workflow,Reporting Repairs to Landlord/Agent,Contacting Service Providers,,,,,,,0
fc062,Non-Urgent Repairs Workflow,Negotiating Repairs,Reporting Repairs to Landlord/Agent,,,,,,,0
fc063,Dispute Resolution Workflow,Compensation Claims,Application to NCAT,,,,,,,0
fc071,Security Maintenance Workflow,Installation of Reasonable Security,Reporting Security Issues to the Landlord/Agent,,,,,,,0
fc072,Tribunal Application Workflow,Presenting Evidence for Inadequate Security,Application to NCAT for Orders,,,,,,,0
fc073,Security Compensation Workflow,Application to NCAT for Orders,Rent Reduction Due to Insecurity,,,,,,,0
fc081,Landlord Entry Workflow,Providing Notice for Entry,Entry with Tenant Consent,,,,,,,0
fc082,Privacy Breach Resolution Workflow,Providing Notice for Entry,Tenantï¼Šs Rights to Privacy,,,,,,,0
fc083,Dispute Resolution Workflow,Seeking Compensation,Application to NCAT,,,,,,,0
fc091,Termination Without a Reason Workflow,Issuance of Termination Notice,Notice Period,,,,,,,0
fc092,Breach of Agreement Workflow,Issuance of Termination Notice,Application to NCAT,,,,,,,0
fc093,Domestic Violence Workflow,Issuance of Termination Notice,Immediate Termination,,,,,,,0
fc101,Termination Without Grounds Workflow,Minimum Notice Period,Issuance of Termination Notice,,,,,,,0
